name,lat,lon,2023_08_01,2023_08_02,2023_08_03,2023_08_04,2023_08_05,2023_08_06,2023_08_07,2023_08_08,2023_08_09,2023_08_10,2023_08_11,2023_08_12,2023_08_13,2023_08_14,2023_08_15,2023_08_16,2023_08_17,2023_08_18,2023_08_19,2023_08_20
p_37.107393_140.217572,37.107393,140.217572,,,,,,,,,,,,,0.13428571428571429,,,,,,,
p_37.107393_140.218005,37.107393,140.218005,,,,,,,,,,,,,0.12571428571428572,,,,,,,
p_37.107407_140.217937,37.107407,140.217937,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.107415_140.217685,37.107415,140.217685,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.107428_140.217255,37.107428,140.217255,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.107435_140.214598,37.107435,140.214598,,,,,,,,,,,,,0.11428571428571428,,,,,,,
p_37.107437_140.217418,37.107437,140.217418,,,,,,,,,,,,,0.1,,,,,,,
p_37.107452_140.217213,37.107452,140.217213,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.107455_140.216908,37.107455,140.216908,,,,,,,,,,,,,0.1457142857142857,,,,,,,
p_37.107465_140.217065,37.107465,140.217065,,,,,,,,,,,,,0.12,,,,,,,
p_37.107477_140.216860,37.107477,140.21686,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.107552_140.216555,37.107552,140.216555,,,,,,,,,,,,,0.10857142857142857,,,,,,,
p_37.107558_140.214343,37.107558,140.214343,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.107573_140.216692,37.107573,140.216692,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.107575_140.216690,37.107575,140.21669,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.107578_140.216687,37.107578,140.216687,,,,,,,,,,,,,0.12,,,,,,,
p_37.107600_140.216622,37.1076,140.216622,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.107652_140.222475,37.107652,140.222475,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.107753_140.214008,37.107753,140.214008,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.108035_140.213545,37.108035,140.213545,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.108205_140.222762,37.108205,140.222762,,,,,,,,,,,,,0.11428571428571428,,,,,,,
p_37.108347_140.213025,37.108347,140.213025,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.108660_140.212527,37.10866,140.212527,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.108662_140.223002,37.108662,140.223002,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.108873_140.212183,37.108873,140.212183,,,,,,,,,,,,,0.13428571428571429,,,,,,,
p_37.108878_140.222772,37.108878,140.222772,,,,,,,,,,,,,0.12,,,,,,,
p_37.108950_140.222275,37.10895,140.222275,,,,,,,,,,,,,0.12571428571428572,,,,,,,
p_37.108990_140.221693,37.10899,140.221693,,,,,,,,,,,,,0.12285714285714286,,,,,,,
p_37.109045_140.211910,37.109045,140.21191,,,,,,,,,,,,,0.13714285714285715,,,,,,,
